"HolderAddress","Balance","PendingBalanceUpdate"
"0x109da05784c120088d76d3d2d5b0ba712e6cc874","76,827.935427674223281553","No"
"0x0608f5ec58a9c7f853a8db91e3f887d62d4d9ddc","76,749.712434329675820553","No"
"0xc341035ae55cd4a3d34688be0684c35c1adcce3b","76,646.416114529408627471","No"
"0x97cdd6b65cc7ed9ce076312284ff1be5ae1e09a5","76,545","No"
"0xe02b31818dddad360fe899e0db327b207751d797","76,159.619151979010066011","No"
"0x9103223385994105efa0031cdbc1b8913b2b46f6","75,947.559451512312224876","No"
"0x0f3a1e840f030617b7496194dc96bf9be1e54d59","75,926.734289344615533554","No"
"0x6d19fdecc97c285429a160824b3fbb138cc35a7d","75,572.946886305874823203","No"
"0x81359965fcbcec95d61b01bef8f84469dbae123f","75,385.819432942232836926","No"
"0x6638fda4dfc404cceeb56d23b3bd8180622816d9","75,194.230773124840716909","No"
"0x8809e3ca8fe415b02c5d198554f2efc904273538","75,000.935520774412751091","No"
"0xa437aa303cef291dea44801e80c192d254f559ad","75,000.473194369082782951","No"
"0x89d6c20f5da25c917c333085a4a6f13a7e47dbc4","74,727.741361614170207577","No"
"0x0ffbf038de5a9d6019ae593ec31704b13f29606c","74,590.058989057751125719","No"
"0x4cf2d68e3ed8f649659a1b430ed60e2236fcf219","74,449.958838020207173417","No"
"0xa15182c766316cbbbff5b18878a319d297a502e8","74,379.336517131947625936","No"
"0x18ddfc4d90f49cb6007943fb16fa817f1e35e47a","74,361.980707191284735878","No"
"0x05a49fc8bc3e9b50c728f1da119139799ef20f42","74,059.572022044700900831","No"
"0xfc72a8363d064e25b2243bd62171adcac2dfe3ef","74,033.576955026235982986","No"
"0xee4630ff29f9199cdca16a742f50cd2b7c2b8e24","74,002.139207778709369847","No"
"0x16393fced4ca637a3699cff8e4e0efcb7af16bc9","73,839.33525481089553143","No"
"0x8bab072699e1469e8c5d4c26df02c05455dab3a9","73,824.664518275064538775","No"
"0x9a32e61fc1598241662e77cdc95fde9ab9d86ddf","73,799.355094587808074954","No"
"0xf7f4cad7464b31159845e79228bf21f3b607201b","73,607.33782564843488778","No"
"0x58e6884f4c0c5f8114854ef7322b4cf03086f1fb","73,600.960736097363683084","No"
"0x0d6fd5bba4f727eef37a7509dd03ad991f038920","73,572.105454494670640332","No"
"0x90902b1e3980bf4d23527ed6c4f248cb60f9ad92","73,349.758831151423985632","No"
"0xfb185a3e256cf63a36f1ef1bec44ddbeb47bcf8d","73,320.745226083072800611","No"
"0x8a8c26c41e9106c05c23ed4a444bc4fd2a135516","73,261.774537534426471827","No"
"0x34cc62a979b2f4a3d757a6527ad6835c6284b6b9","73,234.846369503695290477","No"
"0xea640c830842e9fd5bc92434f36e5f70f9f14a87","73,175.168166635576519363","No"
"0xbff79922fcbf93f9c30abb22322b271460c6bebb","73,063.457629029946212781","No"
"0xf108a8b85bb6e05e55b501f35d70916e7485439c","72,480.21328428751726767","No"
"0x311e828ea4728655d6953e6c638082717db18d47","72,281.904661263172392553","No"
"0xd9c80206075c9e22f81bd7240ad20658d5104c95","71,939.616122265952124414","No"
"0x1dd4d174a9e0633cded3957040184b5c9d8b6862","71,747.491729832472541231","No"
"0x19c75d37b95eb40cd0a951eda2dd77354a488cb6","71,743.928264308487940001","No"
"0x64120e56fa2a6dfa570024118807f3e6f1420fea","71,634.190504950305181299","No"
"0x8fb313972ab276193b197956a926b524ce584454","71,203.03","No"
"0x310e9869d9f742d7c003c99473b2db9799155564","71,028.881331902769138355","No"
"0xe854d1d1fb8dd8af11d6aead781e3919b8872fcf","70,974.228634353156695771","No"
"0x27df6ec5ca4f62707cf8181588b0b533638a2f17","70,884.575570998483455398","No"
"0x9eb291cbddbfb211d79966fc324874f5dcf95218","70,527.798089841028500562","No"
"0x225d7280ecdb9f1f993bff2f887228974c72093a","70,325.241126756489069441","No"
"0x3c71f5c5f8b20354d0bf01fef84c0b24f6c3040c","70,195.606006480674520094","No"
"0xfdb2d30b06ffa18836c8b0587fc2afe556bdf48e","70,000.030364117380195332","No"
"0xdd5795c8668ef8006aff73eacf1d5bbf3d867bc6","70,000.000002262663797354","No"
"0x08c8339ac0d968c92a2e749d7e6b37e7b8c069ea","70,000","No"
"0xe71bbf6c20d700f6fbfd1c14d33b3563e2835afd","70,000","No"
"0xa526d98626e428b02291a7bc0dbf8e3e73b28235","69,597.645080417785566929","No"
"0xa8b4c7f8b3d91b324f815252da74884e68fb4c4c","69,541.837686251588465934","No"
"0xb5fd34d19d34977fa0a0426c8058fc32fc091e28","69,406.952116485352430382","No"
"0x947d67d6d47c6d5764fc3871dfe3d9c3352da19d","69,364.867257647824957659","No"
"0x6148d28aa807c61b6610e33b50379113106e3771","69,000.733365397773756292","No"
"0x3e6706d6a45610201ddc38eb85e9cd3290d88cba","68,825.16259247604499669","No"
"0xb6ca5d1ed0ca4bf8444c9dee2d068a9f4c5e2e92","68,711.193077878645991917","No"
"0xa3aea4500ee60d3dce665837c53f07e3c131831f","68,695.977539662339013761","No"
"0x552112daa0bd57f429f80f3065459c8c28071054","68,634.04986161848391522","No"
"0x55903905196221a4cd2a3e3c392be532fce8bf17","68,258.278043901668597014","No"
"0x477131a202dd2be602109383029578109858e033","67,739.225443095611981506","No"
"0xd7cc76a863de8da1218a394eb57f19433b2f660f","67,685.736486995994585502","No"
"0x4f90a63cf52a1480d5d1672b553c20651e713d03","67,620.859039543725874078","No"
"0x1ae34307d56a2a1b989f7bd5fc3c5230e9ada4aa","67,595.294479358977720238","No"
"0x1386ee3850407d9ed2f6c4ba8f20f8b4b4b34937","67,552.051643106294449103","No"
"0x9a159ce7e968dad76b05f7cf155ba0b2a653c7a7","67,482.280115092637677307","No"
"0xd0dc1f0ae48b91339a18c65238ca287b80008c89","67,422.811854422818911713","No"
"0xa7e12b9438e4aff13b765cca79b262c7fc7bcb9e","67,389.807989658782327184","No"
"0xb6ad4bb0ca45c9209867bb2ab04025304b2fe552","67,382.637848855652601439","No"
"0x6e403a0f29a324c79ec25828388fe3b8aca8cbbd","67,369.618809236611982998","No"
"0x3b86ed56d48eadd9b1354b67ec23df7f86e9849f","67,053.283089497931955827","No"
"0x7ff63eca149e0e88df652cc9171dbe28ba1ca77f","66,895.496727899574788123","No"
"0x567702aa64e6a4833619c191b1780089de08a0a0","66,707.036053700153807575","No"
"0x8d86b36265de1b1ad7614e5cac1a54764599761b","66,701.242764888756397504","No"
"0xb23aa49f79b4d5fdc888d0062c6eeedb1d7762f3","66,674.853834979712325948","No"
"0xc166c141808c67c9b4db3271b722695ad05a8dd4","66,587.147491105465043037","No"
"0x6d43ea544295df720b4c9bf5fe05ee9fda37cab6","66,380.328833957829518173","No"
"0x692ef5838adffbd99b0c21c978ccce3526b947e9","66,376.264781696113234853","No"
"0x54793c8f80f642ed4e200177bf845c61915ebc55","66,119.841870838897244915","No"
"0xfdf5d0eac28cc90862d283e96e56f165887b5faa","66,070.140840202378894047","No"
"0x39bac128c903597e7ea9d36b9c52dc3d65705388","66,045.265470188670760347","No"
"0x4a13dc62490c2eb9004a8aa092ee5b9d7cb7acaa","66,000.19999","No"
"0x786b9246e5543c8fe60c847f0e1591631a2443d5","65,948.542669807760653009","No"
"0x5edbbd8144f982ad4f43ff9fd5f55f49ff9699c3","65,919.863168656445478161","No"
"0xbeca610feec013a9707476b870fd8967ee00ce08","65,848.399453283704759887","No"
"0x6f1d13763c581dbef3842595a2aa5b7b9e7ae4ab","65,701.108543182907112993","No"
"0x83a2b34d372bdef27be78fd42c71f94d80167622","65,671.868845185620782561","No"
"0x771b201ad420d5bde9a5d5b93d28aae25b1dc4a6","65,379.605357217162718847","No"
"0x211bee9ba683873b307749152785d916cde322b7","65,053.999999999996329984","No"
"0x14f78bdcccd12c4f963bd0457212b3517f974b2b","65,028.77403444619058721","No"
"0x11c9175ae664a7f33f2966eed8594454cf4f5152","64,990.843819673391638866","No"
"0x7b41b57b469aab69746c6466bcebbed4f8628b97","64,654.23503880866606213","No"
"0xcf3f9cccc01c40e288157608acb5eda80e32f1ff","64,497.510642741521021489","No"
"0xc03cd5f59d1c1726a1c29f57f5b49fc06e455fac","64,393.26727841047292513","No"
"0x1b8c03a679c02b9aae8c62e4a9a0626e69595135","64,240.914159327564299177","No"
"0x8c22715021187ee54a651208501c0eb975839c86","64,180.584966368791469823","No"
"0x79e19f2d684e3add5d2bd0a6476ca0f1ab69bce7","64,146.58034324384143211","No"
"0x397c0bfd274a7b90285b94c29a8fecce5239aa59","64,074.442304470436265936","No"
"0x4ba67dab2f1ea211678d7660e91a63471d250243","63,951.202099724154833351","No"
"0x94e949011bc5c01a463b780fe2048179efef03cf","63,751.463002937536434208","No"
"0xc542e9d4135316632c2d003a7f82a896dc32214c","63,749.428128775652990482","No"
"0x8fd2fd46df0159d013a336d8a8dde6a1167bf376","63,591.975014290803890002","No"
"0xd6ac607b4ff2d3516754dd9ff2a91b857e248a7a","63,550.219833255557309584","No"
"0xe49d7518486d615dd899d4194bb30c67a1affebe","63,536.000000000005767168","No"
"0x681d116c3724351094bbed13a7efdb80e947c399","63,426.593435547565373415","No"
"0xd8d2a26f49eac0d40e0936fb5d498123d6fb3ebe","63,316.132599121704048771","No"
"0x1b17bbb9b525421e22f89d96b5a650798e7286c4","63,113.02","No"
"0x1eaaf282e0375c6b2f5142b046862b58ae5b71b5","62,948.121540028177938289","No"
"0xd0277ce14c246bd56b78e9296d20b86cac1f5474","62,860.516950034498527521","No"
"0xa1e17cca42c69dac9e3fb359d2c5948599c05abb","62,720.20107250714621592","No"
"0xcd468d6421a6c5109d6c29698548b2af46a5e21b","62,679.039795562650791676","No"
"0xaff9aa0c520c9e987ea94c404f3fb63df661820b","62,530.94999","No"
"0xdb51e30b7459d3ad5da289e40a43aecaa4535f4e","62,466.472207719359246021","No"
"0xc7ec028c706ec2fcfdcf66bba7e80ded634f6ca9","62,458.792905179943848964","No"
"0xea0591576bff20c6cd220f0dca550eb7eb9fd077","62,393.763897288237939824","No"
"0x5dec8d94c6438ea0fc1d4430e4a2669ab8722388","62,173.320813274786087596","No"
"0x0966172599976682de7fb5b2a0cb4b375f664bd9","62,000.000000000004194304","No"
"0x764d373a7137e0a6e93a2ccac7daf368f2cf5a37","61,982.904992402439075094","No"
"0x901bd6dd70a039874ed57239ea0994b15ffbadbb","61,936.516643624511376355","No"
"0x6f9f5d01169410569ec5d7f8159d654a45ae8b20","61,911.280847722575435857","No"
"0xcfa22c5d559ac98efbb3931c34c518713bd64f2f","61,896.375679511744576787","No"
"0xfd81e74545056d170be7d471b81c1aa6da92d135","61,584.201404575618927167","No"
"0x8b17e8b3f8315e73986f0c8370cea4f3a974a532","61,500","No"
"0x14e1e99b0ec18d5ca82d534e8fe460555e85a728","61,265.505860040871610958","No"
"0x7e53c19752122def00358607f029003670577363","61,013.709999999996657664","No"
"0x25b6dd9c7fb7aaab1a7fbc56dd7acab7d7881081","60,854.210370799108869799","No"
"0x690e1692f4fda7ecc375fd4ff439619c8c7f4be4","60,698.400282332259902699","No"
"0x128cac6b70d95f9d2e36f01567eb190ee0072d27","60,686.805429674063480034","No"
"0x7cf9f878942489b7a1725d628a9e59fb1b38ab27","60,544.33771356449041969","No"
"0xaf9c41cca97ba8775844c0450718a480fcaa540a","60,458.938396978333487158","No"
"0xc20005f0fc397336425cb25be990d3f0ce41e125","60,366.497000174343301633","No"
"0x516e08cf1df6804529e0a71966f185da589b424a","60,000.655817154284810228","No"
"0x7086151fb05097915211aa6a808185af9d214088","60,000.538358849165387297","No"
"0xdd72527cd9265013952ad33825b35ab66e93bf3b","60,000","No"
"0x63b7e3ac2e78a2f14c3f63515c0efb7aa8e017be","59,926.102507033234943589","No"
"0x06e8b44333c32df7560490d3e2bfc55e14636372","59,694.778587431125643243","No"
"0x719081b468e56a074ba2ba292411f56449d2ede6","59,693.9304489443527264","No"
"0xcf33eca3eabb2950fa6f57f12d367b95dd2ec565","59,446.509019238745018396","No"
"0xc8b36441b9280b6d4a05d450e13166a6c659a18b","59,346.134836575086720936","No"
"0xded41b66134dd4818056dd713874295732a2f719","59,202.949771485696952415","No"
"0x71be14a9502ebc8b7d794769347e59a3cc88b2ce","59,172.423777467979350275","No"
"0xff2c1a69a7d54adc3b872fa2f6b3d2eb2421d031","59,156.920665269698746261","No"
"0x2a8c3bb826d62c13ee3a48c7ac21a778255f5a1c","59,105.038021805950148657","No"
"0x757d197c54ae2fcf036a12293b0e6dd0ec5133b1","59,025.448660585926987889","No"
"0xe39cc453dced813e8fe4926592498a62d42c8c2e","59,000","No"
"0x2ba8c59c99c94ac5d3b2af7019d2861c640e91f7","58,925.536052100717698726","No"
"0xbbd4178fc396990b5092114516863df132c79cb7","58,834.290043338878583312","No"
"0x924fedddd80b6ff6d1b1668923d79b6b2784d39e","58,822.295285155767980534","No"
"0x194b368f42f4f1c3fbeca4aa42ae8cde070604a7","58,767.974840641496777352","No"
"0xf92f4ca856256526208358787c8f8dfc2a510d93","58,746.771589129626461649","No"
"0xcae2e432486726428219a2f85f2cc69344cd9008","58,727.723701272016633568","No"
"0x84fbac9c92580ee92897fabcecea5fd4f837e5ec","58,360.856556325889522057","No"
"0xabc697a547cd489fc732fcc7dd37748354595bc6","58,348.006920256383578444","No"
"0x226210768fa36ddc0bb2b45475ef7a8cc6d9e454","58,289.000867448895172808","No"
"0xe1da9e3ea9efc074ebffd4d2bed209b370705188","58,267.951891402344669127","No"
"0x596c24825767ee40b87aa18fcf047d9cac9e2771","58,123.979638356845295966","No"
"0x835274afade1c5e589d1c41cd6e84ac4e2ce1a37","58,097.878362770850900085","No"
"0xc4a37f21342e554931615514bf97c1299fcce05c","58,074.939993244032721483","No"
"0xf1e50f9c573b635c1db339a60adf0225fb808cde","57,896.526819412622911049","No"
"0xfc331f0dccc57b6e42a95e0e9d637cec862330fd","57,864.657199096459817654","No"
"0xd95dc82da062969c1a89fe9788151333944f04fa","57,776.973949548767136186","No"
"0xc9ef4625f84fdf2e3b5afd1e860d556dead532c3","57,507.718251587594027306","No"
"0xde38a4f997c4bb06e2085fc8bfa0f43032b40e98","57,494.800992992581550123","No"
"0x1bf8118c14c9bf2a9d958d969d139671aea3d08c","57,422.829146436124379202","No"
"0x6e8348e8c80d295397ae2f620a08ee3cbe1f3a71","57,393.741991001546097214","No"
"0xf4bbf63d29329dde3047840706895b1a2f66a2fc","57,380.442466121098113445","No"
"0x73abd656d1f0c3d6658679bff0c86ad2713a0453","57,375.036149038496441191","No"
"0x6490077d2da557a239384b685437940adf77c7c4","57,319.911942573085867133","No"
"0x2733caec18289df88827287a72ce6caf0f785522","56,853.119507825596660346","No"
"0xaf4b80f380a920596fbd3465f8961b2246025b4c","56,806.774880891704360278","No"
"0xa292b89ab7b5afa119faeb780443a01d1e33077e","56,736.379449717221869147","No"
"0x6227edcee0907834ce4b51ca44551db20ba600dc","56,735.697561775901636306","No"
"0xce1c80a54f913630c870d3b3a1477862617ad07a","56,725.217031739197631748","No"
"0x4d0907d21de3bb9889cc4eb46dd3d8ed69350847","56,525.353892365554494877","No"
"0xaacf5b40213be7f2224a219c981361ad5c4dc3e0","56,346.09","No"
"0xe63dbd970b8eec985684fd4883a99d5cb1c551be","56,298.484974758166624053","No"
"0x36bddcdeacf5df21f9b556695c587c17106325e1","56,263.327909379155330088","No"
"0x93698b6069e988561352e991f5c1945f690ccb2c","56,262.575339643868155437","No"
"0x808e7bb57adceb141a8bed1da174fd1333c3ec46","56,123.561359771302268706","No"
"0x3a5fc0669c63e631cdf176590dd8653344d8ff55","55,997.61012073389646106","No"
"0x3ea7e95c241fdf243de5185cf51f68ebdf977009","55,908.090356723477490101","No"
"0x376592a140ca5476729dfbe2135bbb68a183418e","55,626.665434481763442116","No"
"0x407f88a9fbdd5bef91cc6a545cce22a98fc76015","55,500","No"
"0x4397760e6993d783ab46acffb8816bac3e3c4e9d","55,294.427774472486635483","No"
"0x7c42d8c9ea5c6cba2f42e252953583fcb8de1ccb","55,241.509315947112231844","No"
"0xac1cd3eb4df71fc47a3e849f9aa8648c3ec1368d","55,063.829116629699354376","No"
"0xc3f4ecf963e053eb7509642569c81deed2a3be1a","54,964.764939841363744973","No"
"0xa85f0d90aed5215d0e8f4712a8356817c63d7f17","54,948.754000217135833941","No"
"0x75a2e0a1b249d113e8f53250ad966af3a17f86a8","54,926.224414789519487635","No"
"0x8f136efb380fc52fbd7f01b4a765fe7e644d5a80","54,921.076619973714842055","No"
"0x529ce1ca10c2fe81074778ed6bb82070a2551fc7","54,879.110733056040113704","No"
"0x7a70eca937f10234c42b4daed0970fae6f88df15","54,877.799395255667723395","No"
"0x9d8cad2c91b3bfda773ee7bf6ddb47a8984d51ef","54,715.459778511208745845","No"
"0x32ba3fd50fc7f6e8d62c5359299e488518c051e9","54,618.132791849866554103","No"
"0xf197d1037e1171d5881d22a44d0ea6b2f9aedbe5","54,616.752572919997669054","No"
"0x5dd9c035e99e9028afd63145d888e98c63006550","54,606.944062514473765903","No"
"0x866c23701efddb1a70b9c2293e160d17ef1ee2c2","54,501.096374051116852067","No"
"0xe950c50c9a0ef0c67e2247d338c65183b4386a09","54,352.093980164545997885","No"
"0x5acc3e7441949952c0e5f8867f90dc3253e017c0","54,335.171590118527056183","No"
"0xb34b41efb262602bde24d4fb9e04b2da7f0690c5","54,233.180162454206290681","No"
"0x16564e4f9b09b672e58554559e1ff1031d123a54","54,094.316783657558434661","No"
"0xd410c7ee92dd9bf91e86e5e2644e20b3987affb6","53,930.389430882523426758","No"
"0xe19944c6b372cfd1876c62ca4a6bcc1454f3c1da","53,886.672397421239656411","No"
"0x87cc9c579cb2fe1b9a0622f8554a8b8ee0797ee2","53,867.849099786480944731","No"
"0xc7b4087483d7ade2904411ceb6ca4008260b2e1c","53,832.815894074084127988","No"
"0xe9b11149b941a07d3a6657d37ec0b4ab22c00cfd","53,730.342268166866462126","No"
"0x26a41424bf8285413f499cbc59afabbc0141d534","53,613.992702046744443065","No"
"0x6d6e4c4447ce28320486add0f7670a4a78674137","53,598.000000000000524288","No"
"0x19bafb19c71ace7dd16843f4c11f81faa6fbf62e","53,558.098354943032018672","No"
"0x09e5249ca0fd21874ae47c092a069a8d8539caa4","53,541.822688079703943436","No"
"0x11147456da6f04768ace9547b0bb8b8fcf616530","53,266.652538175341132574","No"
"0x37ce304b0258787a35a2eb821ad916565fd41329","53,224.983420113037687862","No"
"0xe68174a47ba21e0877ec4192125e15f69f2667f4","53,169.269495618848257207","No"
"0x777322e994842044d94a0a183cda9e89d497a1c9","53,092.624828340091200327","No"
"0xd209e78e0795b776ef8c66a013a8314d43fd1fe9","52,999.99999","No"
"0x9cff4b94536bf5635f6cd18842e7036cda0d77da","52,830.934354556844783002","No"
"0x4ec741b83ec1f0b491152904b1b8383c2975031a","52,784.546082236282254153","No"
"0x48e3b8397dc989109bd8482cb650e6991d437b5b","52,774.34080739487443334","No"
"0x5fc6f9c06af73042df03466c0e255ad7376a79f4","52,749.6950272899","No"
"0x900eee7277d9dbe53d615b31a72e3e2fa200496f","52,733.007558649534780628","No"
"0x40728c0c299736f8f9f56bdc62deab739bf22b17","52,621.843722556486464193","No"
"0x0788875c3c19b075aa13f225d6c2663095e27115","52,583.408139766795149665","No"
"0xb55cdd0ad3e38238c82bfaf7f63aecd87fce5430","52,260.651079851879787779","No"
"0x5759566b979c846e81917bf4a45db0098e8f799b","52,156.255226355870827407","No"
"0xf424bdd89503d7138156f710ed5b45ef84db3870","52,003.422769278423010244","No"
"0x887430ac6e98f0b97e8c0c6524e4e6f306dd0526","52,000.089989","No"
"0xd523e975d209286a08f4544a15a48e48dd590b35","52,000.000009999999737856","No"
"0x7e650623e69a650c8e94fff79c66132d30357b6d","52,000.000000000002097152","No"
"0x0a99268a44ad1deb6ba00e70431a354d972314e0","51,931.635724085779912355","No"
"0x4a3fe996309ccbb395c3cfd1216f62f2427ff514","51,676.482467562226868594","No"
"0xef7b9fcf095acb11c1f8a13f160fb14db31f3eff","51,676.100000000002490368","No"
"0x255ab1a43d54749bdda747713bdbc8541798f4d5","51,663.795120089625991398","No"
"0x094a8c7478fccb34bc84577c1230da8e7913b7d5","51,482.416078078194938389","No"
"0x05902daf519b17bc66d3c25bf3da6f3ee45e1b45","51,393.001555052465147232","No"
"0x21b5313e3476951f7bd7e40b1c20abdda8b25e7a","51,390.800171515130779259","No"
"0x0f1db27dede3008ab2f8e114e543c7f5a620dbb2","51,284.029226508253468604","No"
"0xfe0174255e410defaaf58b06e009e0ebcd74db59","50,881.983871638023442026","No"
"0x9404f4b0846a2cd5c659c1edd52ba60abf1f10f4","50,793.512501978837748575","No"
"0xbeef6e47e8f984010543c081204b4ce83f9a7a6b","50,650.754577174242474591","No"
"0x4958310b1e48c531230ae557bb02db9146d641b2","50,508.15844845639040213","No"
"0x072243673c4cb5effee47b2b25329d6aea5ed3ac","50,473.352747991518077287","No"
"0x13a0af24d5aafa895359336b32de744b2c61a46f","50,465.866695463109485679","No"
"0xebdca98d2980362f1fa6ead905a97f2f256f2a5c","50,421.738833981421416177","No"
"0x4635688cf69d52b69d4afc134697679ef2aaeed3","50,415","No"
"0x6a52f4d5980c91aa0e0506ecc3f7c69036557870","50,393.090432890950439256","No"
"0xea333f0e8c77e55336023e8c7edb0a5fa9a88fc3","50,347.193495470434509073","No"
"0x4b1a210b236e28cc7694b3fe16728a72a218be7d","50,305.971793479896222155","No"
"0x4eb6878955d5d73209baee04c3aa2ecdab6d0a0b","50,297.227396784168189526","No"
"0xaca121ffdee59a3d508878c890111e0cb386b631","50,281.015511510665156021","No"
"0x8a9b89a64bf32ce2687de17f2f21e1e9b86ab7db","50,274.30645049226291892","No"
"0x4094cef478c1b27e0d4c2d64a131634a2d1e5e30","50,231.968865716133730054","No"
"0x139a79b794a139082a0be9d4b9064bbe8b221f23","50,212.620433006458046876","No"
"0xdd7cd7f513ce640d64107dc137bff870b2bf88ee","50,090.989999999999279104","No"
"0xa59fe57ddcb393dd3dcaa2ba2766e10d4f38e339","50,039.257981145336063809","No"
"0xa18be6d88dd56fcca8a241930cfdba5875ac9cb9","50,033.903337097298374308","No"
"0xe76b4e041def6f949847b16349ea58dde80f2429","50,032.215396385097750289","No"
"0x7414c388fb8d93638106f0920a0979bd732abe8a","50,005","No"
"0x78f5eb078231998e2deaca59aeaddaa0b61bd258","50,002","No"
"0xa7269c74294e399d700a58be9f035b652dd67e48","50,000.988101288402707567","No"
"0x89a18cb34db232c032873b5cdad131ec286eb0bf","50,000.487952698051737122","No"
"0x824dbfe3aacdf56e1a510b90ae04c51fba1f23b0","50,000.484192318083050695","No"
"0x7c23abfa0d6b41972a3d5d627c60ff2bc2dd8690","50,000.4","No"
"0xfda1215797d29414e588b2e62fc390ee2949aaaa","50,000.09999","No"
"0x9acdada5b6ca20db97e5766082f6575008c94d71","50,000.013479659164149648","No"
"0xb44647814db8ada1b67e8240938d2a6bf77184ba","50,000.009379196211129739","No"
"0x6bb88a7b982edd0498aa1362574d1e2cbe84eb20","50,000.000003277710061155","No"
"0xfe40b12657b17bbc5692d46a4ba006201859c6c3","50,000.000000000003145728","No"
"0x277e26aaff311e88650d3e1012e90b3deb930f32","50,000.000000000002359296","No"
"0xab9aba1244ce6b3a479e1ef475053c903d941961","49,999.999999999995805696","No"
"0xb9a8db6707b6b2ca69be61035a2f04cb31044f91","50,000","No"
"0x80d32e303dd70fbba133b915121e6087a9b6e5cb","50,000","No"
"0xb843ac26389a380e441497f4008853b31c553873","50,000","No"
"0x1f6ba1e581d928d2acfc6f6b82a154257f637f85","50,000","No"
"0x117c3d811a8b312ed7ee6c08cd9213703efdc376","50,000","No"
"0xc8652dec7c0ab1953abfa2b3cf3aa541c05e6e2a","50,000","No"
"0xadab2b23467e90b6e7168a5b3b2f6e825b96c9e7","50,000","No"
"0x97fd49e4d3ba5770ad3993926dbd7e9fcfb71587","50,000","No"
"0xb24c177cb0f6869995ece9ff569bb08efe0538f3","50,000","No"
"0x41722457cbfa517bd1070d7e64e00bc71539e4ce","50,000","No"
"0x50e01433711f0cde93d09856405f64a579fa5244","49,999.99999","No"
"0x18827aac80bb295ef567fba41c47aae7efaa95eb","49,999.96","No"
"0xd2d2b17b80ee3a741f8d7e90599f6fc8323accec","49,990.077061048847009465","No"
"0x8d7b27e9aeb4d81288483940e80823019fc9d245","49,976.599723339107250957","No"
"0xa89b2082365980b005fac4600d524e34e4748e6b","49,917.773701375708687673","No"
"0xae735d5fcf551bf102a74d9cb4cbf450d4ae6e5c","49,878.107891451537433481","No"
"0x96af073d12d377714c7f8858b14186d88f3c95a7","49,866.024894376984254991","No"
"0x2e7336d17d1276b281cab22174981036c3e4fbc8","49,790.66506457003090077","No"
"0x54669ca58bf3a59caea8ae5135db491e4738f65a","49,779.861655500575180556","No"
"0xcca467c01aef7ef350a7fb2a3b6a3c78fb9fcf6e","49,711.722065805958641989","No"
"0x9965cb5fd7c765b6c396be2d1c7702f785c9e365","49,665.797956243371632244","No"
"0x4c3fa66acc21c3008290df81a14a877f6d06cb49","49,602.968872648326084386","No"
"0x5c8e8d0e357125f45b2a7f42653c5b58ee870efb","49,594.999999999999213568","No"
"0x1532f20bdbcbb1621c78aaac96116df4fb93f413","49,515.096905016241525229","No"
"0x24e337d74dc7370a3d85d847518b03eb4b2ff25d","49,477.846310876696896964","No"
"0xff2c7c7e10bbdd5024f924a2278ed6999b53c26e","49,222.378134107031144864","No"
"0x14a84ebd1ce4a31613ce7de2757e669840caf0d6","49,079.368152983519724741","No"
"0xcd56caf05c2b64794c163149758229f44e076a1c","49,013.61161992122670493","No"
"0xa6d13ee564f528f2093ef751071555cf92127938","48,999.99999","No"
"0x522148ac438a4d68110c259d04daca5b425be0e9","48,945.342550657843248543","No"
"0x0a12721f9a89058705bec6c6a29218962a788cf5","48,891.095321765785704846","No"
"0xc3af937aaffe35e65bf5357e35ced38c859ea145","48,871.032187928500273695","No"
"0xcbb6717213c11db02bf9233151a76339a4c002c0","48,639.410869102335994014","No"
"0xc4c77e3fdd4dc8c93ca953a7e4f63577529503d2","48,571","No"
"0x647230ab976d9962989a19bf0660e1b01127f7e4","48,568.457346286722454213","No"
"0xfb554f27a63066f1aa4012c562b5b77cc15ce88e","48,536.663786279489621884","No"
"0x5becd6ae5122576ddaf1d23324c3af3088501e27","48,500.000004854876692063","No"
"0xad42f27e9d139a91fe5968df5d5c7338759ced6e","48,428.071198101227428457","No"
"0x9d4cd15587790d70e233d5317ee14345d115e08d","48,312.012353267937810894","No"
"0xf946bbfdd82af30ba62a88cba5f4f3abb8a27577","48,303.486381105634654727","No"
"0x2d6480e1fa85cdbcd8683bbeea26db2a38af839f","48,297.732115615216","No"
"0x49d962bec096bc9f3734330a52dba72ac899c5ec","48,259.235538811095870842","No"
"0x715827b032ee079b013437acd7bf52dae797de77","48,235.892171956951271415","No"
"0xdc5251f31dbafacb8547f5b0c5f6a64fa86baefc","48,033.925362531746051787","No"
"0x6d4b618609f4966733fc267f1e8c7a25a23ce9eb","48,015.654242970905672908","No"
"0x8e5cdd1faebeae48b2b2b05d874de75ae7ad720f","48,000.35227887226283329","No"
"0x58df2fb2422ca609330c8b8a2e5ff11f471a7153","47,979.237371882381069514","No"
"0xd992e9dfdfec012b9a188477eb37e30f3f75d865","47,938.779998748102990004","No"
"0x342a325aaf20f427367a54bcff07495ecc6f5c82","47,887.851853623173779705","No"
"0xd6f631c796a56a5d448dd88a01f15058c4a0be52","47,847.472613657043772148","No"
"0x8cd27cc0bddadc08a9b1cabd659259fcd5897430","47,711.808512126040211905","No"
"0xbd28cb336d7e6b65f8cc6d90a007762cbd749f1c","47,658.811911262575230569","No"
"0xcd6ef82deb4476796b2549b69733d260a8e12c48","47,426.631456376443162999","No"
