"HolderAddress","Balance","PendingBalanceUpdate"
"0x42667a3032229738620fd7bf9e485ef63281276a","2,030,587.731940256159365612","No"
"0xce5e0376f0b457160330c54a53208ff289da5e3e","2,021,017.366546614532288292","No"
"0xdc2d12cdefe1b3b9060692a5d47015d219286077","2,007,342.422873932285947849","No"
"0x13973ddea749b72de69fb3b444c1ec4cb4dff15c","2,002,978.625839383774113868","No"
"0x9b3e7f46e4e8894d4bc84bb3200161cc6f0fa0f2","2,000,000","No"
"0x569d9f244e4ed4f0731f39675492740dcdab6b15","1,949,789.387009677733094883","No"
"0xd933fd64874adfffcb477ec0ccba981d1b4c9e38","1,933,001.000000000100401152","No"
"0x7d21d6f8e03746bef7fb64710c1569505f76dc18","1,921,495.478764526725755867","No"
"0x726c8f0630175dc0024a503dac01041d95670659","1,901,288.791020970806545708","No"
"0x2fdf502ac2f054d5983a4a4ba916b2f2d4056685","1,859,889.217960886664378215","No"
"0x08fb74abee043f3f8428a82b861af8fed064f71a","1,850,768.683236746850395095","No"
"0xd8db672e7abf71fa3d0df46fb3beed6e75fc02e7","1,814,053.627659765223827159","No"
"0xdd055a54abfd7bc2cef1742245e979a388dbdcf4","1,800,718.589999999900188672","No"
"0x7bebdd2e7c2ffc673c270667d16073cd68e3b4e2","1,752,016.9998","No"
"0x880a44d1a192e4ef58dbb8003149066f3bed0d6c","1,750,000","No"
"0x9d813afdcc4d84d630c4c324be22fc52602f6abb","1,749,999.9989","No"
"0xba909de8648d854308b53e4c056cf245f654c83a","1,712,281.632436389422620983","No"
"0x3a2b499b6cfe202448e42fb1751b164a135e2298","1,689,231.799999999913230336","No"
"0x449cec8ba8da1968bbd10a80f224c744aa589d6d","1,646,843.899855744763915716","No"
"0x39766531b353d1552adeff195dfa0f4cff54c500","1,639,147.917135709144384205","No"
"0xc247e6bc07dc49a606a6978653bdbab7adb83357","1,629,863.543223610509370407","No"
"0xac11ccf826577e60e630aa303b83d70674987e7c","1,624,546.786626919123852271","No"
"0xf2870dde3e94663ce8c7aaf242ca20ce07c5d02b","1,623,726.909152039751836864","No"
"0xf4d00d82c217de571f134ed8e7f048e63114c239","1,595,000","No"
"0xffa666cfd3869b735a6e52ddfc8cf4563797ee46","1,574,999.9997","No"
"0x0df0c4dab6f1de299165e5643dca185a31960a10","1,551,609.519139822449093303","No"
"0xbf24d78b683a29b7953485dacb7d0285d420ceb2","1,550,000.039645731965615725","No"
"0x22365fe318680d236d1dbb70f32586cff6449f9c","1,540,734.102580313728993038","No"
"0xa98391a65a1c1edfe0ca4dc01ac91dfe67aaf744","1,531,850.162633703564786896","No"
"0x6cc3737c48c4beeef43ff88217adb8c59f1e0d93","1,509,209.252806061992576549","No"
"0xb4cf4c4afde8fdadf63318c9eefc08a6a47fd0ce","1,505,107.446231010528798911","No"
"0xbc1f1b2f4b2041318d19f9dc5e9e6febc9f86ee2","1,500,000.000000000000000001","No"
"0x54b3763cfd50fc5f8ce05f155b51e5f936cd8272","1,500,000","No"
"0xfb934067c8b9cae42f3b296fe977409b4f8e1435","1,483,772.016823379087942914","No"
"0xc5ea2f344d5648d95e96e2b8c9e955e77e74099c","1,472,577.990953725518704291","No"
"0x0ba48b0aea8f86423254b787461ca35c2496f2d0","1,393,718.847154791009749244","No"
"0x4f195100feee7b22093fab243268a3155b23e73f","1,379,211.83281096598057047","No"
"0x3a78ffd58dabb152cbbb4606bec467ea8ec86166","1,351,374.76","No"
"0x2ee6c1e422b54918043a28f94e5e64e3a19197ff","1,350,037.108897235258545472","No"
"0x334ba26d469118251e2e15fceba45f31ecb28f89","1,322,000","No"
"0x584c49144de4ecf1ea5129a5c47abfa067aedcaa","1,308,132.62853274678274926","No"
"0x022e6cb6f61ab61aec23ae278cff2f2ae320a37d","1,305,377.344328353491519432","No"
"0x487aa059adc62f509f5943575a085ca667ba5ab2","1,304,559.861032951616963007","No"
"0xf8f3160d4d85c92cdf5fd59846923465cc1f2671","1,300,837.263687085813073169","No"
"0xbb1ac608e3bf90b73fa782007878205644c890a7","1,300,000.216731896412564813","No"
"0x65c4b6feda69f8f846c7fb1f5eaaacdeeabecea9","1,228,979.37477","No"
"0x964b92f2f2aa794f7b44455ec220c01874f6fed6","1,227,435.390259703641291864","No"
"0xd332a8fe9fe9c49e18394ba6ec5f8101571096f3","1,224,653.037523726078445394","No"
"0x45b3f99804208ef3c3c4ccae3b0f8d5c341bde51","1,215,173.659115136906160656","No"
"0x320b3e00b74a188921c585e149190c9dbc8bf2fe","1,213,056.21","No"
"0x45fd43e3b443884215b361e13e637ac34ddf215d","1,211,436.130230378176790387","No"
"0x24f2833f77360eb877d8a36ad98807742286f858","1,206,415.272695104631150795","No"
"0x24777ba941a2e07f1f4b6899ddb11021d3312c5f","1,200,264.319999999945474048","No"
"0xfde0618dda34c50ac169adaf4658ecd34b51ff5d","1,200,000.000000841798764004","No"
"0x8ae57a027c63fca8070d1bf38622321de8004c67","1,194,039.576597777936218098","No"
"0xc83153c32b133805587cba6ea3cbc717c560ca78","1,187,374.532049810048104286","No"
"0xf8d438da7652631caca40ea082126f5651d55891","1,175,000","No"
"0x698b9d56abec3faa97ffce6478a4c7ddbadd4116","1,154,045.4080260031903091","No"
"0x99343b21b33243ce44acfad0a5620b758ef8817a","1,138,158.337733642445495095","No"
"0x2b6972120f2156b7832c10e4eecc62f20860b93a","1,130,101.076151748618596266","No"
"0x4272c884eb01147588c38a92fc1a22455013ca7c","1,127,009.243623205209444753","No"
"0xcc10f2ae597b8a462f15dc498158de8b363603ab","1,120,993.843359227543477446","No"
"0xa3609cf7872faa7804281c7c5edb8b2d33001089","1,116,811.41968359344676772","No"
"0xeb1bcb9dffb7839df1627f4b66e58904a228856d","1,115,465.93888730060813925","No"
"0x4d7f098ae4ec585445f710ea52e6fd09c3997838","1,114,529.474176209468544371","No"
"0x928880e0768bd0d7ef61db190c2748aa4c159a38","1,099,297.760292201321954283","No"
"0x5c8ab5777d280f7a431d775d7df37e5b4b584819","1,091,183.99999999993708544","No"
"0x9cdf2503ecb1b08c59ee3e3adb6c6eb57f61131a","1,066,676.105981213723663007","No"
"0x758e83c114e36a28ca1f31c4d2adb5ec7c04c578","1,053,687.782885900641106039","No"
"0x56c5e9ac616dc0bb94e612e03593b49e29291286","1,045,841.999999999932366848","No"
"0x26de224cbe06fd4321ce5747a176cbbd24773beb","1,038,472.360877302989888499","No"
"0x9dd5c8bf673a1f7e8260ee423724bf80f681dfae","1,037,431.13","No"
"0xb8c2c00cc883d087c0cbd443cec51a4d04f8b147","1,033,600.282512017519416382","No"
"0x5d91bf9c0c607540c089c868b287a758f5dbc9ad","1,027,506.729639104380559436","No"
"0x74c6c5f6f665f5209751ae5afcec9914457b01ab","1,022,840.394830069820290641","No"
"0x1cc972ff969689873f8010bdd0cf3dc30618397e","1,022,626.602273120931473161","No"
"0x834c68a06521c8e3932ec7ff94f513dc18f03958","1,020,226.298122206963430472","No"
"0x1e8925ee822f7c92a87586cad47ee415797250da","1,016,198.199311352470647437","No"
"0xed4903f2e28b4d0211bfd83d4033ebd6b3a03d2e","1,014,461.822999163035704044","No"
"0xf37cf8fe1c67e71ebe5e24ee6776d898eec8a411","1,011,281.085414110312726029","No"
"0x7d0383d358c8751596dc2bb030addb1751b70da0","1,003,396.000342593699463237","No"
"0xb2d293d97caa8024edb1a68b386c3e04502a8eac","1,001,325.754123713380629368","No"
"0x20bc84c5e65bc634fbba1d5c3135836f3c73b9a9","1,001,000","No"
"0xd5fdf3a8cc7de901eb5328047ad804a78ffc2f37","1,000,353.762483688432688243","No"
"0xb4079f1e529309eff78f634cb1a82397547e9d30","1,000,005.2898","No"
"0x2a088b1eec0df0825a98503284a278ff5ede0561","1,000,000.88","No"
"0x8d8039f08e0c9d9e9c13a1963468cb355182c4f5","1,000,000.411775330138781662","No"
"0x40d47cb29eb84a75f8db202910df35a7a6a1ec72","1,000,000.00000095505799823","No"
"0xc3992fc601810ec6e5e62cbe845cada58a917d71","1,000,000.000000456026014964","No"
"0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b","1,000,000","No"
"0x79d5f8c3e81d687772ffb681711332aa736a45e7","1,000,000","No"
"0x3e56cd2e45607df5ee53d4daec678ae048a0e96f","1,000,000","No"
"0x8cc985d499597c38236b6b8dc400b14b6a341047","1,000,000","No"
"0xffa388d3444ae5596deaa817c50cd09d79ae6889","1,000,000","No"
"0xce82a7e186045d1ffad62e2a530f18872f4ccd88","999,999.999","No"
"0x3bcae23e8c380dab4732e9a159c0456f12d866f3","999,535.81591073528319157","No"
"0x0ec36da729199283681319249d54ebe6c85bd64a","995,340.843294048929629748","No"
"0x16526739af6ee7c66ae93f0eeeaa9fcae8499470","967,346.306067230943383386","No"
"0x633f269d52c72688a827e74d5f02c6222fa09f25","965,170.076460629134837904","No"
"0xc73b6bfe0820dd0946ce3e31c1369dfadfd9dd1a","952,589.856951589847099942","No"
"0x6e17ecf574a4fb26477203e9b32a5e5d03cdb52c","950,000.999900000032768","No"
"0x6b75d8af000000e20b7a7ddf000ba900b4009a80","946,967.298894449534031083","No"
"0xa556f623c5009158c6d96c64729c52a24702c8d9","944,909.998942978482943655","No"
"0x8bc110db7029197c3621bea8092ab1996d5dd7be","922,860.426071320497814279","No"
"0xb47919d7921b6cd963607d485b01e45636a6287c","911,005.150230935879263816","No"
"0x2a6b58d499ecfb3268043cbffbfcc11aacbc1533","909,500.44701810669185949","No"
"0xec2885b70d974df422cc2b7379e3d09adfeb6b46","881,955.844039474787900543","No"
"0x2318e306c7d2ca540910c43c96ea18cfa4f77ab5","877,036.560000000026738688","No"
"0x0871deb34bfd2052b1c10dc4f6c0912a2a47e927","875,005.952534983701940383","No"
"0x891555b93e6b8638adf249caacab5ce3a3eb8e76","874,944.071405328155790137","No"
"0xeb3648865b1471996e5f65ae845f9eb9226b9a02","871,055.892943996735670457","No"
"0x73faf4be6cb43489b8f6e8a4ed3ccd804eb18586","870,672.875616357237406431","No"
"0xec642c0d6012e6dd01d6ba625326804e09a5510c","866,600.29929","No"
"0xe4e304b36450f3b4dd1b9836bc2e586f411cbbec","863,597.965341272894668112","No"
"0x1dc488597cf63806c6695289091e7b645cc2ba3d","859,192.083773019244101346","No"
"0xe2b8f10b6a1a5c6014d9cfdc9f13f0d152f04347","857,757.224205912310509497","No"
"0x15c7e43e89d03e9d4b1c5d046929783b45224f6d","856,977.596125901389649505","No"
"0x8fbcef7958d17b0390f2d94ba124e5aa8a0183e8","856,744.750432570871075129","No"
"0x494e6107cdd95f15f09465ac9e804fd1ef1cc93d","855,099.481159675998664694","No"
"0x9118c30c3aa2ed206bc9040d3d398ad05609a01f","851,070.471588556011790058","No"
"0xc926ddba8b7617dbc65712f20cf8e1b58b8598d3","841,811.275005909616230328","No"
"0x29e999c3f10f7e3e7c6b252adf81287d91973606","840,498.683877201625671372","No"
"0x5f3f196f2ba5a59c20f6c48e8d5af65fd1b98855","824,063.908780048412378627","No"
"0xb0a1be32df8c8248a54389af5d5528c38d92d5be","818,426.747858798635768897","No"
"0xfe25e21df3ce54cc374710d0adc00f972c0aec05","806,672.04335385365852687","No"
"0x7532a9e3e9475337c8a907428e35932a20959fdf","803,141.458095115235123261","No"
"0x02abb0c71c407b2bce10c64609f27d89939b9c43","800,000.000000000000000001","No"
"0x524cb5f79a27d27b2ad9f9db460f7b871fc28965","800,000","No"
"0x6ed88188da646b6fe64022895de4045c35eba48e","799,999.999999999977905796","No"
"0xb5632dc9c8ac1586bed9a340863352c36de027ad","799,781.23949610967918891","No"
"0x6e4a483e592fa2f317118e72dab58b208c747fae","796,256.602575454718861477","No"
"0xa0a6dc36041fb386378458006fecbddd02555ddd","794,180.582476882373360309","No"
"0x86ecbf411cae23b24530f563c5f6c29a458f1752","791,517.058113651815903292","No"
"0x2d357833a48258f82433a76d2627d5fbb5dd0bae","790,972.625610973298712849","No"
"0x3802a6f530691e5ffde9ca0c1f1326c56e18cf0d","788,436.155154473515840838","No"
"0x9b4b0f103e88eabb7e33cb8a7902271a4ad688f9","785,110.547256877517649707","No"
"0xe38e7792b9942b075215162f8beb5c4bcb1014e3","782,572.034805795879446725","No"
"0x0fea6e5de3b45782fdec57586650f6fd76c56ff0","775,390.04865403082521095","No"
"0x7edd3eae3c014242eb49f06e841efe58176d17ab","768,569.826921783161581998","No"
"0x85522e08937910b77ef7b46dbba0f8425aad58ff","763,990.866479521915952909","No"
"0x68ea913a3caad9f917ba458897284364d33456e3","762,835.578234991853654681","No"
"0x2540aa7bf57f47f7df5aab0a6b471cff7baa2586","759,476.894963902523645245","No"
"0x782920a2a6b5bbcc0d626bd5151d55ee495c75e2","758,068.105259304917316107","No"
"0xcca8709d0a3daeda2b1cfa16607e9c4f4052900d","757,513.543329869788278276","No"
"0xbf3bc2f3d279466686174261bfccd0ac07576e59","755,368.993121339886412953","No"
"0x9e772db4d7daa54dae2a7030b80d250cdf205d7c","748,380.616310947726064841","No"
"0xe9a15602fcd147b5ead6f25dc0d93ec7ee7f6806","745,271.929999999992070144","No"
"0x960c81f60d8bd7dc10c220d470a7cce99b9887f7","726,119.999999999972737024","No"
"0x6af41284e3360918c0e0cbafccba35379aa2035f","709,472.563667924115768132","No"
"0x2c0d2838a6a0ec6d54b7b2bdde3f1f4a051c39ef","708,189.793769366509235155","No"
"0xc8fcd43942cf546345b20d0798eccf4274cf9a68","703,726.006521017844914498","No"
"0xa84c6fd42d4e5c2e9ffbdf452041a3485b170885","701,722.527789708800621089","No"
"0xe823b5d967ecbae6f6d230ef181e0ef65d98798c","695,611.229889999983222784","No"
"0xac6eabaf34f3eb8e753b65a4fb27d799ea183650","687,488.158867767469324781","No"
"0x2b8531e8183590c9e32a2c9257226966d375b971","684,522.267454997155569661","No"
"0x18d7a39aa6ac5f60def0c529c38c572fd910c72b","675,376.879724586606440957","No"
"0x415306782e11e561727ea88ceb5aa13dc8283844","672,472.826951032250854743","No"
"0x6d6e0d1ed33f3d519aace7ed9b693ce0816ce421","670,715.315855478888651742","No"
"0x8e35d5c1f1f2216dfa6c183c326cea40f2c477d6","652,059.706625293938424531","No"
"0xa8ebd5cd7a889580161de37f33525a47ba6fa840","642,500.00989900002097152","No"
"0x193f19679b6511ca5338e45a817eb91f2c7b9a11","639,999.999999999932891136","No"
"0xc12bc797d2ddcc08701e11b9a00d1b64d40b46c3","638,985.529301443757641575","No"
"0x41ca411f6a9889246ec8389a946bcdd5bd89a399","637,911.813894869163054374","No"
"0xdddd17469fbbff3386e9dc358439a05496b3c66d","636,362.259782002352976469","No"
"0x32ec8541bb748d7e23d3ec2f24cd06054c13a4ec","633,294.766858985298855055","No"
"0x2e6405c7f31d2cc50a425f2c35a8eff50636d699","623,396.585627319841921328","No"
"0xd01abd4b5a4021ab7fcb67df25190f3b7ffca05f","622,131.035529042328549838","No"
"0xdce46b2d2193b5fab04b3129ea9498c9b601a140","619,920.781083790358775622","No"
"0xcafaf0a78138a8219af27ffce997bb2e72267f2c","616,114.488897388081076755","No"
"0x996fd510ddc77e469d64703d3148b41a7e7a4ddf","607,590.138847988766897208","No"
"0x000aba3fffb94d769c3aa1b3eacdc237de18802e","606,423.698621401715382365","No"
"0x1367771e39a8917f53a20a02d4f4b02010bde870","600,999.999999999972737024","No"
"0xb837e7eba92f4d7e043343e95fd7b59d073d6a02","600,000.84624373604938688","No"
"0x4ee6c039fd30170b5e730d48f9acc43995a7eb42","600,000.656591535268652661","No"
"0xc6dcca0046ac51e410365a4b10be6d9f4b67db8c","600,000","No"
"0xb7bab9da7a585144aa9c3e635072dff79d5216b7","600,000","No"
"0x43554fbc036a0ea7df4a9468ed9c3dfb5eedf8e8","600,000","No"
"0xef8ee41b5f1a62f3ae191f4004cbaeee686dfaa3","597,643.048290531155778235","No"
"0x1cd3190803af86a3d34120ec4591abfb3878ab27","584,709.718916566783244104","No"
"0xa4670856115fe2b8b20c6e0ed75d782af870117b","584,606.364222620050821999","No"
"0xe91b78109eee1c666eb058b14e8f7703d90e873e","572,689.263850092746365936","No"
"0x1c59f234ace21c1a5e640b1d645a04922c070075","571,528.225432577915202847","No"
"0x66c6bb15fa72a7dce25fb95e9638fdd6e70662dd","565,899.62152788201511915","No"
"0xddc952b5861aca9a435a3556b10108ae941fab8f","561,225.67759335527225937","No"
"0x49428f4f098f4d34f4b0208f932a4e5c95baf6f9","557,915.925482962250344693","No"
"0x90ff26f468745b01342bb6b81e7cf542014898fc","555,558.874547793942683427","No"
"0xcc4d049ec74b00dd45f4887bcb542b1d3a82ae21","554,084.007561924591461098","No"
"0x8bd178eca251076757d96208866a85c4fd027c96","551,617.341759601671759361","No"
"0x6540f648482c3922c7504cc945a0ddf4a0cfbb2c","550,249.99989","No"
"0x1a5b87ff2e576b0a4605206c262a3d793bab725a","550,000","No"
"0x5d79d9d69c41cfc66dfa56f9967e7a9fbb2b0e58","543,506.049217030506203198","No"
"0x3ec6f76f0d4c8fa3688222e937279e504a42978a","540,983.0799","No"
"0x36804abb20cb8c19b860d3c9bf7219a88b8fc57a","539,389.338067738768784983","No"
"0xbf2a68089e483ef4120112f88e9c3cbc8e11f81c","533,191.999999999991611392","No"
"0xf39cb84ea8bc69f865960f12e966bb240a3de77b","532,707.041233773694450416","No"
"0x984de65b9f9499dfb166889f0e9e15f6d779a1a7","530,362.600419205385740356","No"
"0xe436684310b6a76505bdb74dbbb336cfdd92a02c","525,036.998106811601453612","No"
"0x051cbda2318de0f8b40f249dda778000dcd401ca","524,088.356692271116101902","No"
"0x6379d0b786567c78dc1a9b21b7c4b3ddbc5319b2","519,728.523422623117652296","No"
"0x1cf653e81fa3d567b05bcc4fab25560336805714","516,505.665844451306117631","No"
"0x09cc15dda77789d42c0133c909e88fb6e3af793a","511,788.276653690740462318","No"
"0xe37e500057f26b73994ef27ab461effb5b9b9129","510,775.744628878862318295","No"
"0x0eb8371d67091705c3804927a8c225930fbef105","510,354.353673410374648609","No"
"0x8f35fac0595dc1b802ce4210a672e190cbb93582","510,181.248420517660056772","No"
"0x54696dead1793b29c5f931ae507cca4d2314120d","507,236.816265031597767642","No"
"0x3384ea46947a937a7567cd2d4cd629975f365ec6","506,855.583277958974378247","No"
"0xcdfc4089ca3686d313a2349e90f41b2b11c2b31e","506,417.051030318464365222","No"
"0xedd91093a47453b5419a81859bf75167a53f3a4c","504,456.58630163693887431","No"
"0x8c55d4dcb4d6fc3861b0741e4d5ac47fcdd29750","503,886.99187358350697559","No"
"0x2bcce259cea9ffe4153eda976a4423b68acbce90","501,481.469084561203251979","No"
"0x40d68c490bf7262ec40048099aec23535f734be2","500,908.153265418358857689","No"
"0xdd8a04411ac02ffa63a01fdf371472932d9031ac","500,030.362545959172983191","No"
"0x9af5896cb2d4f079415c33716a531ad92c8ec669","500,001.869999999980404736","No"
"0xb60a3de8d381d62ac3038a516a8b73b53066d4e3","500,000.999999999970639872","No"
"0x42f2d682d9cee89a98347768337938ed8d18c266","500,000.193488040751151991","No"
"0xaae8c50d76c76fb8947c9a203103d28b55862977","500,000.001255873828991325","No"
"0x424be8df5db7b04b1063bd4ee0f99db445c59624","500,000","No"
"0x2991301f234f94be77b5a3adffa770b81ccc0953","500,000","No"
"0x3e630436ff5d3b658788dc4d1521606f875573df","500,000","No"
"0xd8214f15750b5352e0f84786bd73152c8aad26e8","500,000","No"
"0x5f891e639fc4980abdfcddfae590d199903d29fb","500,000","No"
"0xadb207914e98a7f54a7a212519d6900ea0e74c4c","500,000","No"
"0x942a8dce5edbf526bb791b448b16f3d6b406b46b","499,999.9999","No"
"0xdc519874071cca5457fdf8b3c31760ac1ca16ef7","499,999.9999","No"
"0xc0eadffec69a90b71a89e0970311f123245be6eb","498,999.9999","No"
"0x9f3cbc74685ad4ea4e0475594765fff117c9a582","497,881.999999999998427136","No"
"0x38798a9974a491d772217dc81e6663832aff2c96","493,457.427059241842072117","No"
"0x2ff03db08891c0411b4b8434f28c64de428ec3ed","487,804.535997210511950178","No"
